"","MovieID","ratings_per_movie","ave_ratings","sum_ratings","Title","Genres","Year"
"31",457,1995,4.10325814536341,8186,"Fugitive, The (1993)","Action|Thriller",1993
"32",50,1783,4.5171060011217,8054,"Usual Suspects, The (1995)","Crime|Thriller",1995
"33",3578,1924,4.10602910602911,7900,"Gladiator (2000)","Action|Drama",2000
"34",541,1800,4.27333333333333,7692,"Blade Runner (1982)","Film-Noir|Sci-Fi",1982
"35",2628,2250,3.40977777777778,7672,"Star Wars: Episode I - The Phantom Menace (1999)","Action|Adventure|Fantasy|Sci-Fi",1999
"36",1193,1725,4.39072463768116,7574,"One Flew Over the Cuckoo's Nest (1975)","Drama",1975
"37",1200,1820,4.12582417582418,7509,"Aliens (1986)","Action|Sci-Fi|Thriller|War",1986
"38",1221,1692,4.35756501182033,7373,"Godfather: Part II, The (1974)","Action|Crime|Drama",1974
"39",912,1669,4.41282204913122,7365,"Casablanca (1942)","Drama|Romance|War",1942
"40",2916,1996,3.68236472945892,7350,"Total Recall (1990)","Action|Adventure|Sci-Fi|Thriller",1990
"41",1259,1785,4.096918767507,7313,"Stand by Me (1986)","Adventure|Comedy|Drama",1986
"42",919,1718,4.24796274738067,7298,"Wizard of Oz, The (1939)","Adventure|Children's|Drama|Musical",1939
"43",1213,1657,4.27519613759807,7084,"GoodFellas (1990)","Crime|Drama",1990
"44",924,1716,4.06876456876457,6982,"2001: A Space Odyssey (1968)","Drama|Mystery|Sci-Fi|Thriller",1968
"45",1387,1697,4.08956982911019,6940,"Jaws (1975)","Action|Horror",1975
"46",1136,1599,4.33520950594121,6932,"Monty Python and the Holy Grail (1974)","Comedy",1974
"47",2791,1731,3.97111496244945,6874,"Airplane! (1980)","Comedy",1980
"48",1036,1666,4.1218487394958,6867,"Die Hard (1988)","Action|Thriller",1988
"49",34,1751,3.89149057681325,6814,"Babe (1995)","Children's|Comedy|Drama",1995
"50",1291,1628,4.13329238329238,6729,"Indiana Jones and the Last Crusade (1989)","Action|Adventure",1989
"51",1610,1652,4.05205811138015,6694,"Hunt for Red October, The (1990)","Action|Thriller",1990
"52",3114,1585,4.21892744479495,6687,"Toy Story 2 (1999)","Animation|Children's|Comedy",1999
"53",2987,1799,3.67982212340189,6620,"Who Framed Roger Rabbit? (1988)","Adventure|Animation|Film-Noir",1988
"54",2355,1703,3.85437463300059,6564,"Bug's Life, A (1998)","Animation|Children's|Comedy",1998
"55",3175,1728,3.77141203703704,6517,"Galaxy Quest (1999)","Adventure|Comedy|Sci-Fi",1999
"56",1704,1548,4.17635658914729,6465,"Good Will Hunting (1997)","Drama",1997
"57",1307,1568,4.07334183673469,6387,"When Harry Met Sally... (1989)","Comedy|Romance",1989
"58",2000,1627,3.88690842040565,6324,"Lethal Weapon (1987)","Action|Comedy|Crime|Drama",1987
"59",1127,1715,3.68396501457726,6318,"Abyss, The (1989)","Action|Adventure|Sci-Fi|Thriller",1989
"60",750,1367,4.44989027066569,6083,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)","Sci-Fi|War",1963
"61",780,1730,3.51040462427746,6073,"Independence Day (ID4) (1996)","Action|Sci-Fi|War",1996
"62",2918,1473,4.11744738628649,6065,"Ferris Bueller's Day Off (1986)","Comedy",1986
"63",1304,1419,4.21564482029598,5982,"Butch Cassidy and the Sundance Kid (1969)","Action|Comedy|Western",1969
"64",2599,1522,3.93035479632063,5982,"Election (1999)","Comedy",1999
"65",1968,1539,3.87979207277453,5971,"Breakfast Club, The (1985)","Comedy|Drama",1985
"66",32,1511,3.94573130377234,5962,"Twelve Monkeys (1995)","Drama|Sci-Fi",1995
"67",2959,1451,4.07718814610613,5916,"Fight Club (1999)","Drama",1999
"68",377,1650,3.56545454545455,5883,"Speed (1994)","Action|Romance|Thriller",1994
"69",1225,1382,4.25180897250362,5876,"Amadeus (1984)","Drama",1984
"70",3471,1451,4.0144727773949,5825,"Close Encounters of the Third Kind (1977)","Drama|Sci-Fi",1977
"71",3793,1511,3.82064857710126,5773,"X-Men (2000)","Action|Sci-Fi",2000
"72",1394,1434,4.02092050209205,5766,"Raising Arizona (1987)","Comedy",1987
"73",908,1315,4.38403041825095,5765,"North by Northwest (1959)","Drama|Thriller",1959
"74",2797,1491,3.85580147551979,5749,"Big (1988)","Comedy|Fantasy",1988
"75",2804,1352,4.23890532544379,5731,"Christmas Story, A (1983)","Comedy|Drama",1983
"76",590,1451,3.91523087525844,5681,"Dances with Wolves (1990)","Adventure|Drama|Western",1990
"77",1784,1424,3.9501404494382,5625,"As Good As It Gets (1997)","Comedy|Drama",1997
"78",1374,1448,3.88052486187845,5619,"Star Trek: The Wrath of Khan (1982)","Action|Adventure|Sci-Fi",1982
"79",223,1412,3.94688385269122,5573,"Clerks (1994)","Comedy",1994
"80",1721,1546,3.58344113842173,5540,"Titanic (1997)","Drama|Romance",1997
"81",1230,1334,4.14167916041979,5525,"Annie Hall (1977)","Comedy|Romance",1977
"82",3481,1373,3.92862345229425,5394,"High Fidelity (2000)","Comedy",2000
"83",1961,1330,4.05338345864662,5391,"Rain Man (1988)","Drama",1988
"84",1247,1261,4.24583663758921,5354,"Graduate, The (1967)","Drama|Romance",1967
"85",1923,1371,3.90444930707513,5353,"There's Something About Mary (1998)","Comedy",1998
"86",2174,1495,3.56789297658863,5334,"Beetlejuice (1988)","Comedy|Fantasy",1988
"87",1219,1263,4.21852731591449,5328,"Psycho (1960)","Horror|Thriller",1960
"88",2291,1473,3.59266802443992,5292,"Edward Scissorhands (1990)","Drama|Romance",1990
"89",1220,1341,3.93959731543624,5283,"Blues Brothers, The (1980)","Action|Comedy|Musical",1980
"90",1079,1326,3.97134238310709,5266,"Fish Called Wanda, A (1988)","Comedy",1988
"91",648,1527,3.43287491814014,5242,"Mission: Impossible (1996)","Action|Adventure|Mystery",1996
"92",3418,1417,3.6803105151729,5215,"Thelma & Louise (1991)","Action|Drama",1991
"93",1584,1382,3.7684515195369,5208,"Contact (1997)","Drama|Sci-Fi",1997
"94",1089,1259,4.13582208101668,5207,"Reservoir Dogs (1992)","Crime|Thriller",1992
"95",111,1240,4.18387096774194,5188,"Taxi Driver (1976)","Drama|Thriller",1976
"96",3751,1329,3.87960872836719,5156,"Chicken Run (2000)","Animation|Children's|Comedy",2000
"97",1222,1254,4.11084529505582,5155,"Full Metal Jacket (1987)","Action|Drama|War",1987
"98",592,1431,3.60097833682739,5153,"Batman (1989)","Action|Adventure|Crime|Drama",1989
"99",2706,1389,3.70986321094312,5153,"American Pie (1999)","Comedy",1999
"100",1252,1185,4.33924050632911,5142,"Chinatown (1974)","Film-Noir|Mystery|Thriller",1974
"101",588,1351,3.78830495928942,5118,"Aladdin (1992)","Animation|Children's|Comedy|Musical",1992
"102",150,1251,4.07354116706635,5096,"Apollo 13 (1995)","Drama",1995
"103",380,1400,3.63428571428571,5088,"True Lies (1994)","Action|Adventure|Comedy|Romance",1994
"104",1393,1353,3.75905395417591,5086,"Jerry Maguire (1996)","Drama|Romance",1996
"105",3408,1315,3.8638783269962,5081,"Erin Brockovich (2000)","Drama",2000
"106",3147,1222,4.15466448445172,5077,"Green Mile, The (1999)","Drama|Thriller",1999
"107",1278,1193,4.25062866722548,5071,"Young Frankenstein (1974)","Comedy|Horror",1974
"108",1073,1313,3.86138613861386,5070,"Willy Wonka and the Chocolate Factory (1971)","Adventure|Children's|Comedy|Fantasy",1971
"109",1527,1377,3.64052287581699,5013,"Fifth Element, The (1997)","Action|Sci-Fi",1997
"110",1206,1229,4.07811228641172,5012,"Clockwork Orange, A (1971)","Sci-Fi",1971
"111",1208,1176,4.24319727891156,4990,"Apocalypse Now (1979)","Drama|War",1979
"112",733,1340,3.72313432835821,4989,"Rock, The (1996)","Action|Adventure|Thriller",1996
"113",2324,1152,4.32986111111111,4988,"Life Is Beautiful (La Vita è bella) (1997)","Comedy|Drama",1997
"114",2406,1345,3.68921933085502,4962,"Romancing the Stone (1984)","Action|Adventure|Comedy|Romance",1984
"115",1358,1177,4.20815632965166,4953,"Sling Blade (1996)","Drama|Thriller",1996
"116",39,1362,3.62334801762115,4935,"Clueless (1995)","Comedy|Romance",1995
"117",21,1356,3.62389380530973,4914,"Get Shorty (1995)","Action|Comedy|Drama",1995
"118",923,1116,4.38888888888889,4898,"Citizen Kane (1941)","Drama",1941
"119",3421,1207,4.05302402651201,4892,"Animal House (1978)","Comedy",1978
"120",1356,1310,3.70916030534351,4859,"Star Trek: First Contact (1996)","Action|Adventure|Sci-Fi",1996
"121",2683,1434,3.3884239888424,4859,"Austin Powers: The Spy Who Shagged Me (1999)","Comedy",1999
"122",1573,1421,3.40112596762843,4833,"Face/Off (1997)","Action|Sci-Fi|Thriller",1997
"123",2700,1269,3.76044129235619,4772,"South Park: Bigger, Longer and Uncut (1999)","Animation|Comedy",1999
"124",3527,1297,3.6538164996145,4739,"Predator (1987)","Action|Sci-Fi|Thriller",1987
"125",904,1050,4.47619047619048,4700,"Rear Window (1954)","Mystery|Thriller",1954
"126",2395,1220,3.84098360655738,4686,"Rushmore (1998)","Comedy",1998
"127",1090,1143,4.09011373578303,4675,"Platoon (1986)","Drama|War",1986
"128",1288,1118,4.17978533094812,4673,"This Is Spinal Tap (1984)","Comedy|Drama|Musical",1984
"129",47,1137,4.10642040457344,4669,"Seven (Se7en) (1995)","Crime|Thriller",1995
"130",1242,1112,4.19334532374101,4663,"Glory (1989)","Action|Drama|War",1989
"131",3176,1331,3.50338091660406,4663,"Talented Mr. Ripley, The (1999)","Drama|Mystery|Thriller",1999
"132",3753,1240,3.74516129032258,4644,"Patriot, The (2000)","Action|Drama|War",2000
"133",1641,1199,3.87239366138449,4643,"Full Monty, The (1997)","Comedy",1997
"134",920,1156,3.99740484429066,4621,"Gone with the Wind (1939)","Drama|Romance|War",1939
"135",357,1233,3.74371451743715,4616,"Four Weddings and a Funeral (1994)","Comedy|Romance",1994
"136",1094,1229,3.73148901545972,4586,"Crying Game, The (1992)","Drama|Romance|War",1992
"137",913,1043,4.39597315436242,4585,"Maltese Falcon, The (1941)","Film-Noir|Mystery",1941
"138",1294,1099,4.12465878070974,4533,"M*A*S*H (1970)","Comedy|War",1970
"139",1234,1049,4.32030505243089,4532,"Sting, The (1973)","Comedy|Crime",1973
"140",2692,1072,4.22481343283582,4529,"Run Lola Run (Lola rennt) (1998)","Action|Crime|Romance",1998
"141",3671,1119,4.047363717605,4529,"Blazing Saddles (1974)","Comedy|Western",1974
"142",2194,1127,4.00798580301686,4517,"Untouchables, The (1987)","Action|Crime|Drama",1987
"143",969,1057,4.25165562913907,4494,"African Queen, The (1951)","Action|Adventure|Romance|War",1951
"144",1517,1205,3.7103734439834,4471,"Austin Powers: International Man of Mystery (1997)","Comedy",1997
"145",1258,1087,4.1048758049678,4462,"Shining, The (1980)","Horror",1980
"146",1954,1129,3.94331266607617,4452,"Rocky (1976)","Action|Drama",1976
"147",3160,1113,3.89398023360288,4334,"Magnolia (1999)","Drama",1999
"148",1500,1136,3.81338028169014,4332,"Grosse Pointe Blank (1997)","Comedy|Crime",1997
"149",364,1121,3.86083853702052,4328,"Lion King, The (1994)","Animation|Children's|Musical",1994
"150",2640,1222,3.53682487725041,4322,"Superman (1978)","Action|Adventure|Sci-Fi",1978
"151",2529,1162,3.71256454388985,4314,"Planet of the Apes (1968)","Action|Sci-Fi",1968
"152",1233,1001,4.3026973026973,4307,"Boat, The (Das Boot) (1981)","Action|Drama|War",1981
"153",2321,1158,3.69689119170984,4281,"Pleasantville (1998)","Comedy",1998
"154",1673,1128,3.76950354609929,4252,"Boogie Nights (1997)","Drama",1997
"155",2985,1229,3.45158665581774,4242,"Robocop (1987)","Action|Crime|Sci-Fi",1987
"156",3361,1095,3.83744292237443,4202,"Bull Durham (1988)","Comedy",1988
"157",3897,994,4.22635814889336,4201,"Almost Famous (2000)","Comedy|Drama",2000
"158",3623,1313,3.1957349581112,4196,"Mission: Impossible 2 (2000)","Action|Thriller",2000
"159",1674,1046,3.9961759082218,4180,"Witness (1985)","Drama|Romance|Thriller",1985
"160",2268,1061,3.93119698397738,4171,"Few Good Men, A (1992)","Crime|Drama",1992
"161",2115,1127,3.67613132209405,4143,"Indiana Jones and the Temple of Doom (1984)","Action|Adventure",1984
"162",595,1060,3.88584905660377,4119,"Beauty and the Beast (1991)","Animation|Children's|Musical",1991
"163",1376,1126,3.6563055062167,4117,"Star Trek IV: The Voyage Home (1986)","Action|Adventure|Sci-Fi",1986
"164",1250,938,4.38699360341151,4115,"Bridge on the River Kwai, The (1957)","Drama|War",1957
"165",2302,1086,3.78453038674033,4110,"My Cousin Vinny (1992)","Comedy",1992
"166",1207,928,4.42564655172414,4107,"To Kill a Mockingbird (1962)","Drama",1962
"167",2699,1367,3.00292611558157,4105,"Arachnophobia (1990)","Action|Comedy|Sci-Fi|Thriller",1990
"168",1732,1097,3.7383773928897,4101,"Big Lebowski, The (1998)","Comedy|Crime|Mystery|Thriller",1998
"169",1266,997,4.09027081243731,4078,"Unforgiven (1992)","Western",1992
"170",1396,1091,3.72777268560953,4067,"Sneakers (1992)","Crime|Drama|Sci-Fi",1992
"171",2657,1233,3.2911597729116,4058,"Rocky Horror Picture Show, The (1975)","Comedy|Horror|Musical|Sci-Fi",1975
"172",3255,1099,3.67970882620564,4044,"League of Their Own, A (1992)","Comedy|Drama",1992
"173",3448,1082,3.73382624768946,4040,"Good Morning, Vietnam (1987)","Comedy|Drama|War",1987
"174",3253,1120,3.60089285714286,4033,"Wayne's World (1992)","Comedy",1992
"175",1370,1135,3.54185022026432,4020,"Die Hard 2 (1990)","Action|Thriller",1990
"176",1653,1077,3.71123491179201,3997,"Gattaca (1997)","Drama|Sci-Fi|Thriller",1997
"177",2100,1163,3.43078245915735,3990,"Splash (1984)","Comedy|Fantasy|Romance",1984
"178",3363,990,4.02626262626263,3986,"American Graffiti (1973)","Comedy|Drama",1973
"179",1148,882,4.50793650793651,3976,"Wrong Trousers, The (1993)","Animation|Comedy",1993
"180",2763,1089,3.64187327823691,3966,"Thomas Crown Affair, The (1999)","Action|Thriller",1999
"181",1276,930,4.25376344086022,3956,"Cool Hand Luke (1967)","Comedy|Drama",1967
"182",349,1059,3.7261567516525,3946,"Clear and Present Danger (1994)","Action|Adventure|Thriller",1994
"183",3256,1052,3.75,3945,"Patriot Games (1992)","Action|Thriller",1992
"184",1028,1011,3.89416419386746,3937,"Mary Poppins (1964)","Children's|Comedy|Musical",1964
"185",587,1124,3.49644128113879,3930,"Ghost (1990)","Comedy|Romance|Thriller",1990
"186",11,1033,3.79380445304937,3919,"American President, The (1995)","Comedy|Drama|Romance",1995
"187",3702,1066,3.66416510318949,3906,"Mad Max (1979)","Action|Sci-Fi",1979
"188",316,1116,3.49014336917563,3895,"Stargate (1994)","Action|Adventure|Sci-Fi",1994
"189",2081,1035,3.75652173913043,3888,"Little Mermaid, The (1989)","Animation|Children's|Comedy|Musical|Romance",1989
"190",2890,1021,3.80705190989226,3887,"Three Kings (1999)","Drama|War",1999
"191",1682,1005,3.86169154228856,3881,"Truman Show, The (1998)","Drama",1998
"192",2289,978,3.96319018404908,3876,"Player, The (1992)","Comedy|Drama",1992
"193",2011,1158,3.34369602763385,3872,"Back to the Future Part II (1989)","Comedy|Sci-Fi",1989
"194",903,905,4.27292817679558,3867,"Vertigo (1958)","Mystery|Thriller",1958
"195",367,1179,3.27905004240882,3866,"Mask, The (1994)","Comedy|Crime|Fantasy",1994
"196",1608,1076,3.58828996282528,3861,"Air Force One (1997)","Action|Thriller",1997
"197",1544,1255,3.03665338645418,3811,"Lost World: Jurassic Park, The (1997)","Action|Adventure|Sci-Fi|Thriller",1997
"198",597,1046,3.6414913957935,3809,"Pretty Woman (1990)","Comedy|Romance",1990
"199",3703,1034,3.67408123791103,3799,"Mad Max 2 (a.k.a. The Road Warrior) (1981)","Action|Sci-Fi",1981
"200",293,923,4.10617551462622,3790,"Professional, The (a.k.a. Leon: The Professional) (1994)","Crime|Drama|Romance|Thriller",1994
"201",2336,938,4.02985074626866,3780,"Elizabeth (1998)","Drama",1998
"202",2710,1237,3.03152789005659,3750,"Blair Witch Project, The (1999)","Horror",1999
"203",3081,1066,3.51688555347092,3749,"Sleepy Hollow (1999)","Horror|Romance",1999
"204",1199,913,4.09748083242059,3741,"Brazil (1985)","Sci-Fi",1985
"205",2968,1010,3.69405940594059,3731,"Time Bandits (1981)","Adventure|Fantasy|Sci-Fi",1981
"206",1101,1010,3.68613861386139,3723,"Top Gun (1986)","Action|Romance",1986
"207",2012,1148,3.24216027874564,3722,"Back to the Future Part III (1990)","Comedy|Sci-Fi|Western",1990
"208",1080,926,4.01835853131749,3721,"Monty Python's Life of Brian (1979)","Comedy",1979
"209",3552,967,3.84694932781799,3720,"Caddyshack (1980)","Comedy",1980
"210",3072,982,3.78716904276986,3719,"Moonstruck (1987)","Comedy",1987
"211",474,972,3.82510288065844,3718,"In the Line of Fire (1993)","Action|Thriller",1993
"212",1408,975,3.81333333333333,3718,"Last of the Mohicans, The (1992)","Action|Romance|War",1992
"213",539,986,3.7606490872211,3708,"Sleepless in Seattle (1993)","Comedy|Romance",1993
"214",551,996,3.71787148594378,3703,"Nightmare Before Christmas, The (1993)","Children's|Comedy|Musical",1993
"215",2455,1071,3.44070961718021,3685,"Fly, The (1986)","Horror|Sci-Fi",1986
"216",1282,943,3.90455991516437,3682,"Fantasia (1940)","Animation|Children's|Musical",1940
"217",36,928,3.95797413793103,3673,"Dead Man Walking (1995)","Drama",1995
"218",2248,914,4.01750547045952,3672,"Say Anything... (1989)","Comedy|Drama|Romance",1989
"219",3052,989,3.71284125379171,3672,"Dogma (1999)","Comedy",1999
"220",1204,831,4.40192539109507,3658,"Lawrence of Arabia (1962)","Adventure|War",1962
"221",1639,966,3.77846790890269,3650,"Chasing Amy (1997)","Drama|Romance",1997
"222",6,940,3.87872340425532,3646,"Heat (1995)","Action|Crime|Thriller",1995
"223",1676,1163,3.13327601031814,3644,"Starship Troopers (1997)","Action|Adventure|Sci-Fi|War",1997
"224",2353,988,3.68724696356275,3643,"Enemy of the State (1998)","Action|Thriller",1998
"225",440,948,3.81118143459916,3613,"Dave (1993)","Comedy|Romance",1993
"226",1215,945,3.8042328042328,3595,"Army of Darkness (1993)","Action|Adventure|Comedy|Horror|Sci-Fi",1993
"227",3006,884,4.05882352941176,3588,"Insider, The (1999)","Drama",1999
"228",2001,1011,3.54500494559842,3584,"Lethal Weapon 2 (1989)","Action|Comedy|Crime|Drama",1989
"229",25,980,3.65102040816327,3578,"Leaving Las Vegas (1995)","Drama|Romance",1995
"230",910,832,4.30048076923077,3578,"Some Like It Hot (1959)","Comedy|Crime",1959
"231",1183,989,3.60970677451972,3570,"English Patient, The (1996)","Drama|Romance|War",1996
"232",2947,897,3.97101449275362,3562,"Goldfinger (1964)","Action",1964
"233",2407,1006,3.53777335984095,3559,"Cocoon (1985)","Comedy|Sci-Fi",1985
"234",1917,1110,3.19189189189189,3543,"Armageddon (1998)","Action|Adventure|Sci-Fi|Thriller",1998
"235",1953,861,4.09872241579559,3529,"French Connection, The (1971)","Action|Crime|Drama|Thriller",1971
"236",736,1110,3.17387387387387,3523,"Twister (1996)","Action|Adventure|Romance|Thriller",1996
"237",1997,885,3.95593220338983,3501,"Exorcist, The (1973)","Horror",1973
"238",2006,983,3.56154628687691,3501,"Mask of Zorro, The (1998)","Action|Adventure|Romance",1998
"239",1909,996,3.4929718875502,3479,"X-Files: Fight the Future, The (1998)","Mystery|Sci-Fi|Thriller",1998
"240",1035,882,3.93197278911565,3468,"Sound of Music, The (1965)","Musical",1965
"241",1625,882,3.91383219954649,3452,"Game, The (1997)","Mystery|Thriller",1997
"242",1912,908,3.79735682819383,3448,"Out of Sight (1998)","Action|Crime|Romance",1998
"243",235,927,3.69687162891046,3427,"Ed Wood (1994)","Comedy|Drama",1994
"244",3108,945,3.62645502645503,3427,"Fisher King, The (1991)","Comedy|Drama|Romance",1991
"245",1246,855,4.00584795321637,3425,"Dead Poets Society (1989)","Drama",1989
"246",1372,1001,3.40959040959041,3413,"Star Trek VI: The Undiscovered Country (1991)","Action|Adventure|Sci-Fi",1991
"247",2908,850,4.01411764705882,3412,"Boys Don't Cry (1999)","Drama",1999
"248",3210,886,3.83747178329571,3400,"Fast Times at Ridgemont High (1982)","Comedy",1982
"249",1201,822,4.1338199513382,3398,"Good, The Bad and The Ugly, The (1966)","Action|Western",1966
"250",3755,1013,3.35143139190523,3395,"Perfect Storm, The (2000)","Action|Adventure|Thriller",2000
"251",3499,884,3.82579185520362,3382,"Misery (1990)","Horror",1990
"252",17,835,4.02754491017964,3363,"Sense and Sensibility (1995)","Drama|Romance",1995
"253",1179,885,3.78870056497175,3353,"Grifters, The (1990)","Crime|Drama|Film-Noir",1990
"254",2617,1007,3.32174776564052,3345,"Mummy, The (1999)","Action|Adventure|Horror|Thriller",1999
"255",329,990,3.37676767676768,3343,"Star Trek: Generations (1994)","Action|Adventure|Sci-Fi",1994
"256",1748,874,3.82265446224256,3341,"Dark City (1998)","Film-Noir|Sci-Fi|Thriller",1998
"257",2502,872,3.82110091743119,3332,"Office Space (1999)","Comedy|Romance",1999
"258",1267,765,4.33333333333333,3315,"Manchurian Candidate, The (1962)","Film-Noir|Thriller",1962
"259",3543,839,3.92252681764005,3291,"Diner (1982)","Comedy|Drama",1982
"260",2080,864,3.80439814814815,3287,"Lady and the Tramp (1955)","Animation|Children's|Comedy|Musical|Romance",1955
"261",2105,970,3.35567010309278,3255,"Tron (1982)","Action|Adventure|Fantasy|Sci-Fi",1982
"262",2064,798,4.07393483709273,3251,"Roger & Me (1989)","Comedy|Documentary",1989
"263",2352,838,3.87470167064439,3247,"Big Chill, The (1983)","Comedy|Drama",1983
"264",899,751,4.28362183754993,3217,"Singin' in the Rain (1952)","Musical|Romance",1952
"265",3555,908,3.53964757709251,3214,"U-571 (2000)","Action|Thriller",2000
"266",3039,839,3.82836710369487,3212,"Trading Places (1983)","Comedy",1983
"267",1777,909,3.48954895489549,3172,"Wedding Singer, The (1998)","Comedy|Romance",1998
"268",1407,886,3.57562076749436,3168,"Scream (1996)","Horror|Thriller",1996
"269",1747,907,3.48952590959206,3165,"Wag the Dog (1997)","Comedy|Drama",1997
"270",10,888,3.54054054054054,3144,"GoldenEye (1995)","Action|Adventure|Thriller",1995
"271",953,729,4.29903978052126,3134,"It's a Wonderful Life (1946)","Drama",1946
"272",3948,862,3.63573085846868,3134,"Meet the Parents (2000)","Comedy",2000
"273",2470,912,3.4265350877193,3125,"Crocodile Dundee (1986)","Adventure|Comedy",1986
"274",2746,936,3.33226495726496,3119,"Little Shop of Horrors (1986)","Comedy|Horror|Musical",1986
"275",1552,954,3.26624737945493,3116,"Con Air (1997)","Action|Adventure|Thriller",1997
"276",1391,1074,2.90037243947858,3115,"Mars Attacks! (1996)","Action|Comedy|Sci-Fi|War",1996
"277",1299,732,4.24863387978142,3110,"Killing Fields, The (1984)","Drama|War",1984
"278",1375,927,3.35382955771305,3109,"Star Trek III: The Search for Spock (1984)","Action|Adventure|Sci-Fi",1984
"279",2915,852,3.63967136150235,3101,"Risky Business (1983)","Comedy",1983
"280",1060,786,3.94147582697201,3098,"Swingers (1996)","Comedy|Drama",1996
"281",1947,761,4.05781865965834,3088,"West Side Story (1961)","Musical|Romance",1961
"282",3510,821,3.75883069427527,3086,"Frequency (2000)","Drama|Thriller",2000
"283",2020,773,3.97153945666235,3070,"Dangerous Liaisons (1988)","Drama|Romance",1988
"284",1377,1031,2.97672162948594,3069,"Batman Returns (1992)","Action|Adventure|Comedy|Crime",1992
"285",2054,1045,2.93301435406699,3065,"Honey, I Shrunk the Kids (1989)","Adventure|Children's|Comedy|Fantasy|Sci-Fi",1989
"286",1285,803,3.81569115815691,3064,"Heathers (1989)","Comedy",1989
"287",1129,884,3.46493212669683,3063,"Escape from New York (1981)","Action|Adventure|Sci-Fi|Thriller",1981
"288",1231,750,4.08,3060,"Right Stuff, The (1983)","Drama",1983
"289",2108,825,3.70666666666667,3058,"L.A. Story (1991)","Comedy|Romance",1991
"290",3526,811,3.76942046855734,3057,"Parenthood (1989)","Comedy|Drama",1989
"291",2770,935,3.2620320855615,3050,"Bowfinger (1999)","Comedy",1999
"292",1262,696,4.3764367816092,3046,"Great Escape, The (1963)","Adventure|War",1963
"293",3174,874,3.48512585812357,3046,"Man on the Moon (1999)","Comedy|Drama",1999
"294",3362,765,3.96993464052288,3037,"Dog Day Afternoon (1975)","Comedy|Crime|Drama",1975
"295",265,772,3.93264248704663,3036,"Like Water for Chocolate (Como agua para chocolate) (1992)","Drama|Romance",1992
