PID, Sale_Price
528222050, 170936.117005066
526350040, 118685.064528791
535105030, 136109.555118937
535402330, 195021.403701726
906392100, 242803.437302997
909455060, 149259.145346324
528186050, 285899.28384062
531451280, 200576.092981727
531363010, 174097.450229157
528228325, 195289.060620073
535303050, 151835.833902244
923203140, 159696.074290271
528480160, 197398.863414534
528235120, 189278.519416841
923400125, 126734.106969393
907202080, 138497.740250632
906226120, 143947.983273041
907410100, 185462.84370026
533125080, 289547.915217876
527455050, 143889.188947357
535301080, 121430.599847562
905403050, 107745.209421931
528480170, 260151.479930774
535378080, 128704.432739235
528439050, 229621.690611994
917425190, 201347.788108628
905401020, 255048.657953226
905300080, 136640.082641939
923276030, 139621.235333379
535354100, 137232.994478999
528240150, 190985.860238028
916384100, 257122.722289576
903225140, 123857.124492635
527359050, 148372.935849251
535177100, 146171.489617068
905402060, 136087.008265999
528290170, 194635.210674
534403290, 209639.359840451
528458030, 220972.673373849
906226110, 121319.452445302
535453040, 127874.906053302
903475020, 120547.910155446
528120010, 293377.954351158
907130110, 174713.523735975
905107380, 129369.111482259
528390210, 242695.616199704
527402060, 152584.927560819
905226110, 141915.961276468
903231130, 109285.630704097
535178100, 159564.263419983
907125090, 156978.749552216
911226030, 76452.3637097152
902477130, 44055.1860164666
909282020, 247115.597140026
907280170, 212772.550010873
527166040, 161784.075102047
528458140, 267731.122044767
528120060, 375930.736965688
902301120, 119755.696607887
909254150, 148699.270453893
923230190, 127206.533506159
527163070, 180378.049428365
533206050, 199426.120110396
916403250, 231278.975377978
534428100, 151898.238239022
528275060, 178773.870146775
527425025, 122493.188774294
908103350, 135145.375276722
923400150, 113844.863472228
902404010, 142899.717760601
533206070, 236234.09489272
528180110, 326260.371581059
534402140, 152061.586996459
905452050, 88703.251198843
535151160, 142105.118055658
909280030, 226800.560703025
535426130, 194828.14155934
909475050, 220113.385353962
534452060, 132588.264011273
902106070, 120521.528485309
907290260, 257793.09248382
534177230, 212653.349660277
909101180, 122009.194751954
534201250, 165544.966996391
535325400, 104862.568195945
902128100, 111339.618362441
534127270, 165157.109212095
535325280, 123896.28831404
528480060, 320353.809560213
527210030, 484867.454539371
906201030, 173193.299678211
905427070, 207610.965546156
535153150, 161997.454871468
907227090, 125832.998326924
528106020, 474820.917496915
527455250, 125772.054889982
907125120, 136630.637267585
528441090, 437424.427357828
535454160, 135520.357978787
528275110, 219725.170395846
911175360, 96302.932469353
903425190, 209669.591028849
535451250, 141201.543854361
535403200, 118825.998294635
923277040, 143860.403141744
527425090, 100216.1844607
527451330, 101070.250959782
909275040, 136432.701903835
904300150, 87749.3066633162
528482090, 303774.467000847
902401060, 92282.3244752162
527302185, 255962.936838437
909475070, 229502.85068467
527405160, 115025.209254906
903232100, 137853.607211828
534451020, 74987.0498524821
910206110, 104035.984400319
902105050, 125846.404976725
903426200, 147975.116918578
528228435, 196608.916789733
528120130, 387658.579016041
533254050, 210988.269821257
908103260, 126588.257184265
905200290, 167504.135360014
532478020, 294603.873416623
907405140, 202335.919003413
906394060, 186276.909863535
902207140, 106096.566021829
533205060, 233665.124337637
535382150, 91104.5819148109
909176180, 141747.294657598
531367050, 228481.741741402
905476225, 127409.780064692
535301170, 151095.335296715
535452060, 129906.23549997
924100070, 169230.403413195
905478190, 101229.614535022
903230100, 111165.642690155
528178090, 356030.360524518
906392110, 251933.34250458
531382070, 244155.67348556
531375110, 160909.194917786
916382010, 212866.421893889
909101080, 84889.0334473351
906223180, 223367.640627588
534200030, 119327.990677723
910203090, 109589.45260658
528292020, 212072.098317118
534451080, 80109.385412327
528488100, 196458.660585246
904101040, 123611.104979243
527216010, 424429.306765217
527451410, 97384.8215494154
905104080, 112287.011979936
531363030, 173094.269970482
528294060, 178753.670772899
534204120, 143474.648130892
902106010, 138320.691515255
902128150, 143833.460811573
534402170, 179788.38001501
528186110, 287092.266709631
535402180, 112099.927355405
907251090, 251858.012665319
903232030, 87769.19024909
909175050, 194496.493770135
904351280, 122034.389623073
908127100, 114043.872375418
531382090, 180858.17106441
908102020, 111505.612256492
903231080, 114225.543238156
910207110, 90895.0213186937
535383100, 94497.3532777245
916382120, 286313.339585269
535454060, 84626.5724969805
533217050, 162358.731627514
902406020, 115816.711678571
533251130, 200269.744979705
532353050, 132541.378517135
906204180, 223297.187094473
527452070, 142129.879354718
907252190, 256772.884349216
909251040, 152299.246403105
535327200, 129145.235224574
906230030, 272202.767195696
908188120, 147667.704345416
535379100, 131783.603137896
903430050, 79970.7139522813
923252100, 127789.483535375
903233030, 128330.544713543
528144030, 277416.639870029
907192040, 221661.368111414
907202010, 153361.750493462
916386180, 208870.652763593
535403280, 151170.657603116
526353050, 239040.080734378
527210050, 402033.068994935
903429080, 171753.271199783
528150070, 455760.905012016
527358120, 162503.471864324
916455150, 290806.23567442
916403010, 188461.025200685
907253110, 228999.064317585
527401160, 127427.180794037
907203090, 117975.414718503
906204280, 248686.716024834
528360050, 472523.93254841
914460110, 218752.630631529
534127130, 163356.706261894
527356060, 166735.67872994
528186080, 294321.195648509
906475200, 221268.528977114
909278020, 137199.859281107
528231050, 186895.948192276
535380110, 98657.3553020088
535175070, 145293.518847686
903228060, 123815.954431199
528170070, 260819.16332734
904301060, 146655.452079262
902207170, 98468.0683922644
535325320, 125894.245948477
907275150, 309317.695946731
535175030, 161939.000119806
902105110, 117865.754817635
910204050, 145830.926360467
527146135, 297878.310674813
528235000, 173371.352371108
528275070, 236027.981294434
527353080, 179285.092479525
905478030, 137496.450232037
533352170, 175826.484930787
535457010, 138602.715764043
924152030, 223665.108201441
532377050, 141005.474394618
533252020, 166080.548253987
923225300, 91390.7455625475
923228220, 89118.0283312247
535303030, 175285.578679238
906223210, 238224.242871859
535402070, 141376.592861657
906394020, 205782.823233767
906403060, 223023.454938648
534151120, 260759.190147813
907135040, 149000.946446831
528116010, 330979.190929688
903429010, 125437.216156965
533253070, 192103.749774801
902406030, 117392.838928273
903201080, 172755.211252999
908204160, 80272.6968077478
908250040, 103817.165688163
534431130, 120400.019215647
905377020, 146250.921436153
534431070, 152045.259104329
527165130, 169372.741100668
527302090, 212609.560098904
907202100, 122308.7373778
907295020, 221145.133044689
527163010, 172163.968840899
904101170, 120413.333468462
535354070, 129830.807999169
535154060, 165263.188377347
907202240, 170800.89015939
528280180, 212368.371756674
905104240, 128522.377676268
534201240, 139681.344885787
528490040, 227484.311370226
527454200, 137537.281034681
535403030, 130751.20496539
528490080, 201000.387184361
527127150, 215866.351613927
906204140, 216718.122959354
903227090, 124467.07803537
528108140, 388983.663318598
902304040, 137755.130491861
527450080, 124053.277037535
923202025, 181211.11105928
905427050, 165597.154773855
533223010, 176583.692217465
906475170, 262566.500394572
534428020, 132064.453111923
914474070, 225177.689568694
907262070, 182084.423289677
528114040, 381936.121399855
923225260, 165626.094828635
906426060, 271988.927174688
527404020, 130615.894108437
902125080, 104317.735207536
903476100, 91654.0821602493
905475510, 110594.598079155
534252240, 162483.711013491
528228545, 178653.744339344
534201280, 130507.102135706
910205020, 98211.2929844572
907200340, 132031.235135177
535382020, 135822.769606273
906382040, 203653.595557692
909252170, 137557.075249331
904100090, 169890.579116906
531382120, 213659.775716188
535105110, 158570.44290472
535350040, 135261.173503534
907410130, 263964.583084675
527376100, 150788.229411522
535177020, 126060.982382479
533221090, 169842.288150908
906201023, 227042.702594955
533208140, 183718.339498331
532376110, 132234.930538723
905100030, 142247.388048856
534204030, 144682.574690256
902101050, 143216.846156266
916176030, 157052.327759394
534129060, 207429.175023992
533253050, 171440.850229024
902204120, 138232.293344254
905351089, 184761.175865417
909275160, 138993.640421983
528366040, 328616.028172305
527403120, 96460.4632728912
905101490, 134064.992691036
906382030, 233484.962539182
534400120, 175482.024450391
909428190, 225237.558563626
527302070, 180990.043904232
906200230, 173844.943420436
909276160, 289165.183295042
534151180, 243515.1760786
903481010, 91235.8665112588
902106120, 88729.5642425792
910206010, 46538.0987061284
916380060, 264843.826197971
902301080, 109058.994252634
907175080, 215431.540427161
527162130, 190178.208830115
535151080, 131917.457301033
527131110, 253049.418875452
923202137, 115433.975512746
533252130, 210072.135662884
531367010, 198610.232636628
923225190, 107624.829475895
533215040, 265244.384702542
535454030, 84141.8748491268
528344040, 337055.039383503
906226070, 116113.994917572
916125425, 236589.401825715
527451640, 116063.72970656
534129040, 198966.793661109
528240060, 191726.424309989
907401050, 199342.223709189
533212150, 155368.296025006
533210060, 166852.591604508
528387030, 289060.110709451
531385130, 233493.478126268
907290230, 146433.765874774
527328050, 160126.258580276
907275140, 290751.988204321
910203100, 64583.861083781
916125360, 165487.758068921
528110070, 292366.187628963
526351030, 179541.27277986
905426030, 174519.992523599
528477030, 234070.052214591
908102130, 106088.257920371
535179060, 170459.505475464
535450180, 80989.7342466567
902330010, 146708.399377094
533213020, 196752.753713653
531451290, 193227.350423228
531375050, 149730.910977106
528222060, 182105.621079501
534476080, 139755.567746886
531376060, 187244.138317774
535455090, 124015.353103275
527404140, 114440.218830598
903206120, 178140.778502379
910205130, 137603.893805273
923226150, 157101.348819486
533352150, 150318.783822338
914478020, 137065.084793845
905107320, 144177.7480187
534151175, 266522.10004223
923252075, 133627.517741154
1007100110, 137305.538315522
906475110, 222524.257675684
534176250, 138837.195675632
532477040, 271280.594570266
531450040, 176378.997666622
534278230, 148210.641177589
527357180, 288041.405773308
924100050, 144877.470976229
911102090, 86762.9244702674
907410040, 198958.808345526
527354040, 221031.761491592
903226170, 133499.398732423
535453160, 125576.057769207
905106140, 144853.542623319
528480070, 257916.315057868
528456220, 202405.650411551
904301110, 108252.666632709
528120100, 233248.88280073
535304020, 141732.176380827
905101200, 109002.161199193
528427040, 197177.394050937
526355080, 363082.117496465
535403150, 151615.569621157
527427230, 187754.951228006
923230180, 131106.473034527
914452190, 138799.849114665
905225080, 204097.510732321
533352075, 204216.957382585
527276160, 205080.347046297
534275010, 130860.228380971
528150040, 344789.837931394
908102140, 115788.133447546
923225080, 120798.34812127
905104180, 136137.594065914
535451010, 128929.478869398
907194020, 212859.881177595
527375160, 189602.870100327
906223140, 238483.802945876
907290170, 143434.501373003
527451650, 119235.796436154
528186090, 286409.779061002
527451450, 101656.697289783
535476350, 182082.525483422
528480130, 212751.833580196
535402220, 173078.209328227
527403360, 121697.842679283
532377060, 117319.685305969
527354200, 189607.277526207
908152260, 144500.764836896
528326030, 307569.662827207
527452100, 132821.417137645
535152050, 208685.749704112
923228180, 77028.0417510348
534104100, 205386.559937576
902103150, 130036.00731294
923203090, 160465.657445532
903227140, 128676.206862716
903426180, 131511.522926264
528176010, 451266.987177475
535450100, 130082.30278092
905226030, 108908.237217149
923276100, 132760.497715081
528118030, 412809.889103466
923225490, 121018.71955285
914476450, 189915.124594784
528458080, 242755.958275408
535152280, 143336.072881409
905426200, 144469.265384137
906392120, 294438.544400195
535402100, 141733.707947297
907200190, 141726.327737245
535302080, 124952.518080458
535305160, 100869.967829648
528221060, 178162.181763337
533212050, 165875.596478349
908208020, 129086.311303557
534276010, 116962.711927725
909256060, 118481.148507959
528150080, 355804.360560607
902134060, 103643.013875866
534275220, 124614.102449045
907410110, 224630.496577156
923225370, 102897.920994441
531452070, 161458.416677518
534451110, 117618.870561648
914475010, 143539.937972272
527358140, 205299.876138558
528250030, 205494.866734423
528142010, 313715.623410333
916460060, 228994.470010167
535180020, 160300.277937294
528386040, 364645.10119076
906380070, 325554.329653845
907260030, 185913.106771557
535455060, 117967.176764975
528358040, 271902.720258578
909251030, 142293.187280679
527164120, 200735.241202102
528102010, 376174.6022885
923229010, 155998.778687819
527158020, 171105.826514068
527455080, 144615.129423885
907180040, 199815.271373897
528327010, 410834.723694284
528228280, 197580.856824737
535180070, 137422.759570622
905479110, 119081.668351079
903484080, 92690.4888030687
534426110, 136044.312805808
534479120, 123721.580111197
905475520, 87862.3236053265
528174070, 198857.012180446
916384080, 237611.15110073
532377020, 105008.100080783
909101190, 138217.690707669
909275250, 150538.533360065
905106170, 126058.00555922
528172060, 236306.747169613
532377100, 121408.7286543
528290060, 157100.376318466
534400060, 162755.933809901
528221040, 203224.115061496
531380080, 239987.030236717
909455040, 169311.551733001
907262060, 239535.173810119
527455060, 141213.806005474
531452020, 123287.602237452
527425060, 110595.997811204
909250030, 101239.741578301
535180100, 139279.878337954
923225200, 124066.007028253
534128100, 159399.354285621
528253020, 219406.214087509
907230240, 142668.336372213
527451020, 114649.123335635
902103170, 98825.0848325131
534226120, 124473.605745457
533250110, 216123.378144412
907280090, 231762.96046943
909101060, 67242.2360134832
535380050, 138754.261714474
531475220, 156226.126388709
907425030, 147659.654195905
907192030, 183883.359873565
535377100, 94549.5055554927
923202220, 146513.060841185
923229100, 203628.415489851
902106140, 106967.835126001
909475230, 283157.576543405
526303060, 203701.931786203
528294050, 162384.979118377
909275310, 230109.441385464
528480040, 251780.088700445
903226160, 112541.417368538
905480030, 111632.058095524
907425015, 152436.686017436
528218150, 182633.462228434
905352140, 243306.101975514
907290020, 250273.237285977
909251170, 157917.483557994
535302070, 124852.807269722
532378240, 120307.27352645
527402130, 111545.146055128
533221080, 171476.310488117
905108170, 149708.741530812
527158090, 174766.531537898
535355020, 190243.894257811
535451210, 107918.104431755
528326110, 338408.098715201
908152060, 131189.810121739
908188140, 147667.704345416
531375060, 142977.718956158
902204060, 125919.504930952
907194110, 192255.835936245
907196060, 203478.712168418
909250210, 115603.585317173
902109160, 121013.58665448
907192090, 212860.499831489
908276140, 102437.589785754
903456060, 82757.1121696976
535353060, 118009.217680299
534175080, 215896.344025481
903430080, 121324.921913936
906223110, 227331.251034588
528431050, 266620.351922105
914476430, 165161.970724175
906426195, 258158.29032333
905226130, 152635.723378246
528363110, 338073.338847769
907412090, 194728.555633114
905402110, 131924.328387209
528102110, 451211.660762581
908201100, 82177.2099369373
914476080, 120453.831583976
533206040, 174181.721918704
909281080, 228635.075851948
902105130, 81934.3748782636
916403230, 191604.585852847
